"Activity","Position","X","Y","Z","curtime","curdate"
"Classification Data","Pocket","-2.1141446","-2.063865","0.14126222","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-0.9337672","-2.466103","-2.22907","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-0.96489275","-2.7486274","-5.2841644","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-0.37350687","-5.8659735","-8.111803","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-0.69673395","-8.27222","-9.273026","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-2.5403256","-11.336891","-11.547587","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-2.5211713","-19.841356","-11.827718","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-2.1093562","-20.447107","-10.61382","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-1.0822122","-6.8093176","-10.932259","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-3.3232534","-7.046351","-1.5850099","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-0.16281068","-11.231544","0.44533512","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-2.004008","-12.660925","3.241848","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-6.4358106","-7.4007034","8.011244","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-8.300951","-3.6895776","5.576266","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-4.106181","-8.868394","2.439766","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-0.7398309","-11.063944","3.4477558","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-0.43575802","-11.686456","2.52596","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-0.5411061","-11.262669","0.42618093","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","0.9313729","-9.981731","1.324034","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","1.2138973","-8.085466","1.8411974","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","0.6608198","-7.9585695","1.7238779","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","0.11492519","-8.892337","0.3304099","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-0.019154198","-10.364816","-0.82123625","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-0.46209505","-9.814133","-2.013585","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","0.18196489","-9.387952","-0.95531565","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","0.4189981","-8.660092","0.16281068","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-0.45730647","-8.08786","0.67279124","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-0.94095","-8.6433325","-0.0023942748","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","-0.026337024","-9.25866","-0.071828246","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","0.09337672","-9.569917","-0.2944958","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","1.036721","-9.792584","-1.1684061","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","2.308081","-10.041589","-1.3216397","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","2.9521408","-9.775824","-1.0726352","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","3.354379","-9.273026","-0.09577099","1614254997","25-02-2021 12:09:57"
"Classification Data","Pocket","2.5283542","-11.5308275","0.24421602","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","1.6496553","-14.80859","-0.26337022","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","2.7462332","-13.63779","-0.8044763","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","3.7063375","-14.583528","-2.8443985","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","3.179597","-14.2219925","-4.843618","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-0.2681588","-12.840496","-4.398283","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-4.103787","-11.959403","-2.8252442","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-3.5483153","-14.614654","0.4836435","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-3.6584518","-17.830164","4.0966043","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-1.4102279","-16.491764","5.4589467","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-1.2354459","-15.086326","1.3551595","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-1.2498114","-15.026468","-1.0917894","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-2.2506182","-12.90993","-0.17717634","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-2.3248408","-10.35045","1.3120626","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-2.6791935","-7.7526617","1.5299416","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-2.5068057","-5.648094","1.0510867","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-1.594587","-5.116565","3.265791","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-1.9226027","-4.9274178","2.0447106","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-2.5187771","-3.4022646","3.0790374","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-2.063865","-2.8803127","4.3695517","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-2.3631492","-1.8627458","3.2538195","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-2.013585","-0.9888355","1.23784","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-1.4078336","-0.99362403","-1.0678465","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-0.818842","-1.5107874","-4.903475","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-0.2370332","-5.549929","-9.701602","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-3.0862203","-9.550762","-13.235551","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-3.929005","-19.4463","-17.444687","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","1.3551595","-26.406456","-11.906729","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-0.36871833","-11.95222","-9.646533","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-1.0726352","-1.6759924","-9.924269","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-3.9194279","-8.083072","-4.946572","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","0.21548474","-15.356878","0.083799616","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-4.8986864","-12.059962","3.4812756","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-9.488511","-3.9744961","7.989695","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-10.903527","-2.4086404","3.275368","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-2.9928436","-9.948212","2.7845416","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","0.5554718","-13.3169565","5.707951","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-0.21787901","-12.605857","1.8411974","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","0.12210801","-11.262669","0.5913859","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","0.1987248","-9.234718","2.4589202","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","0.4764607","-7.4653487","0.5027977","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","0.9074302","-7.9154725","1.4245936","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","2.0423164","-9.529214","-0.20111908","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","1.7023294","-10.913105","-1.3862851","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-0.12450229","-9.371192","-1.376708","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","0.8236305","-9.435837","-1.611347","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","1.359948","-9.119793","-0.92658436","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-0.49800915","-7.6449194","0.409421","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","-1.3838909","-7.9346266","0.23224466","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","0.1699935","-9.28021","-0.42378664","1614254998","25-02-2021 12:09:58"
"Classification Data","Pocket","1.350371","-9.433443","-0.90503585","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-0.016759925","-8.724737","-0.76616794","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","1.7454263","-10.474953","-0.64166564","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","3.5507095","-10.364816","0.36392978","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","2.978478","-9.555551","1.2138973","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","0.6943397","-13.510893","0.3232271","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","1.9441512","-14.245935","-0.89545876","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","3.9098508","-13.15654","-1.6400782","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","4.0559015","-14.614654","-2.8515813","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","4.120547","-15.220405","-3.5794408","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","0.2657645","-12.869227","-2.6648278","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-4.9178405","-11.636175","-2.238647","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-4.103787","-14.894784","0.8547561","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-3.9433706","-17.20047","3.3950818","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-1.9297855","-15.735174","5.4110613","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-1.6783867","-14.9714","1.6879637","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-0.7398309","-15.534055","-0.5458947","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-1.2498114","-12.883593","-0.7781393","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-0.9792584","-10.017646","2.1069617","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-1.8364087","-8.157294","1.7502149","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-1.8938714","-5.731894","0.845179","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-1.4940275","-5.3440213","3.2179053","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-2.3775148","-4.6832013","2.0614705","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-3.0957973","-2.2769554","2.0614705","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-1.7693691","-2.7366562","3.727886","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-2.7127132","-2.2625897","2.1548474","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-2.3894863","-1.2905141","0.59378016","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-1.6592325","-0.77574503","-1.4820561","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-1.0534809","-1.3072741","-4.563488","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-0.4166038","-4.640105","-8.61939","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-1.0462981","-9.215564","-12.4622","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-2.0327394","-16.12544","-15.742357","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-1.4748733","-25.858168","-11.868421","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-1.9537282","-15.7327795","-8.190814","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","0.9433443","-1.2426286","-11.557164","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-4.503631","-5.3081074","0.5027977","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-3.5411325","-11.892363","1.0343267","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-3.46691","-16.755135","-0.08858817","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-7.127756","-9.876384","3.5435266","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-8.775017","-1.4509305","5.669643","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-5.751048","-5.5116205","3.634509","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","0.9912298","-12.49572","6.591439","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","1.1923488","-14.324946","2.4014575","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","0.4956149","-12.244322","1.0654523","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-0.4764607","-8.763046","1.8148603","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","-0.117319465","-7.719142","0.71828246","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","0.031125572","-8.008849","2.0064023","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","1.2737542","-9.486116","-0.45251793","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","1.297697","-10.190034","-2.0854135","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","1.5850099","-10.786208","-2.360755","1614254999","25-02-2021 12:09:59"
"Classification Data","Pocket","1.2354459","-9.744699","-0.8284191","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","1.1540405","-8.439818","0.7685622","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-0.58420306","-8.93304","0.5363176","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-1.4485363","-8.679246","0.3304099","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-0.9768641","-7.946598","0.42378664","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-1.3623424","-8.561927","-0.5411061","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","1.3431882","-9.495694","-0.91700727","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","2.8779182","-10.166091","-0.8332076","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","3.047912","-10.460587","-0.16281068","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","2.8396099","-10.0439825","0.15802214","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","2.8803127","-11.255486","-0.35674694","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","3.790137","-14.006508","0.44294083","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","3.962525","-14.564374","0.19393626","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","3.1819913","-14.660145","-1.4820561","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","3.3759274","-16.11347","-4.889109","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-0.3423813","-13.8006","-4.496448","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-3.727886","-11.248303","-3.459727","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-2.8898897","-13.0895","0.34956414","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-2.4110348","-15.708837","4.113364","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-2.8970726","-16.345715","5.7175283","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-3.179597","-15.742357","2.3487835","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-2.281744","-15.579546","-0.016759925","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-0.9481328","-13.424699","-0.6296943","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-0.85236186","-9.888355","0.0071828244","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-2.056682","-9.086273","2.0518935","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-2.5666625","-6.639324","1.3407938","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-2.762993","-4.4677167","1.4676905","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-2.264984","-4.9154463","1.8795058","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-2.083019","-3.1412885","2.4780743","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-1.6807809","-2.7151077","3.2921278","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-2.0064023","-2.205127","3.5602865","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-2.0662591","-1.9130256","2.1740015","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-1.2043202","-2.185973","-0.7446195","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-0.35435268","-1.9920366","-3.694366","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","0.28731298","-4.4126487","-7.8795586","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","0.31125572","-7.393521","-11.600262","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-1.5802214","-12.845284","-15.936293","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-3.6823947","-22.489424","-12.778245","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-3.991256","-18.110294","-9.210775","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-3.0383348","-5.4326096","-11.523644","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-4.2139235","-6.941003","-5.0806513","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-1.9992194","-10.767054","1.4006507","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-1.5921928","-12.57952","3.397476","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-5.9904757","-5.9210415","7.7837873","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-7.51084","-3.7494342","4.9274178","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-4.5012364","-10.2642565","4.800521","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-1.6592325","-13.257099","4.216318","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-0.4932206","-12.093482","1.2881198","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-1.3192455","-10.757477","0.9696813","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","-1.620924","-8.945011","0.9720756","1614255000","25-02-2021 12:10:00"
"Classification Data","Pocket","0.8356019","-8.2027855","0.505192","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","3.1939626","-8.801354","1.3120626","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","3.100586","-9.574705","1.0247496","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","1.6041641","-9.435837","-0.4956149","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-0.2083019","-9.866806","-1.6927522","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-1.0941836","-9.873989","-1.6855695","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-0.5889916","-9.26345","-1.201926","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-0.89067024","-7.9753294","-1.1277034","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-0.11013664","-7.963358","-0.45730647","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","0.679974","-8.147717","0.56265455","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","0.16041641","-9.344854","0.7350424","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","1.7813405","-10.2091875","-0.409421","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","2.779753","-10.067925","-0.845179","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","1.9537282","-10.1541195","-1.23784","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","1.8196489","-9.852441","-0.8547561","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","1.4413534","-10.302565","0.038308397","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","0.038308397","-13.304985","0.4189981","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","1.5969813","-14.142982","-0.90503585","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","3.5219781","-12.778245","-1.3312168","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","4.982486","-13.968199","-2.875524","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","4.2665977","-14.320158","-3.328042","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-0.64166564","-12.636982","-3.684789","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-4.051113","-12.033626","-1.3288225","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-3.6225379","-15.050411","1.6807809","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-3.6033835","-18.060015","3.7183087","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-1.9034485","-16.216423","5.774991","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-1.0032011","-14.779859","2.083019","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-1.0846065","-14.564374","-0.55786604","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-1.4868447","-12.488538","-0.44533512","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-2.9162266","-8.894731","1.1540405","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-3.014392","-6.7231236","1.6616267","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-1.3024855","-6.273","1.0870007","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-1.8268317","-5.549929","2.5427198","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-2.710319","-4.216318","2.0902019","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-3.1939626","-2.2123098","2.4972286","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-3.1412885","-1.4317763","3.0191805","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-2.3248408","-1.7190893","1.4796618","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-1.297697","-2.5092","-0.12929083","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-0.47885495","-2.7653873","-2.7462332","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-1.8004947","-3.3567734","-6.091035","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-1.4700848","-6.265817","-8.954588","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-1.350371","-9.933846","-11.126195","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","0.26097596","-17.248356","-14.550008","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","0.8547561","-22.647446","-10.628186","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-0.8978531","-10.0439825","-8.679246","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","2.3200524","1.1612233","-12.14855","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-4.084633","-2.7222905","2.0159793","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-8.91628","-14.538036","3.4094474","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-10.017646","-21.397635","-2.142876","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-5.5906315","-11.923489","0.40463245","1614255001","25-02-2021 12:10:01"
"Classification Data","Pocket","-4.879532","-1.960911","5.0184","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-4.4270144","-4.4389853","5.1620564","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","1.8052832","-11.284217","8.0687065","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","4.477294","-15.919533","1.158829","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","2.9856608","-13.460613","0.28731298","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-0.11013664","-8.207574","2.0854135","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-3.519584","-5.2075477","1.5562786","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-2.49244","-7.3025384","2.1452703","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","0.45491222","-10.7048025","-0.33519846","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","0.15083931","-11.11183","-2.3918805","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-0.82123625","-9.907509","-1.3168511","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-0.21787901","-8.760652","0.30646718","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-0.30167863","-9.047964","0.6249057","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-2.0590763","-10.142148","1.3096683","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-1.8819","-8.696006","1.1612233","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-1.3168511","-9.323306","0.20111908","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","0.045491222","-10.05356","-1.132492","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","1.8938714","-9.026416","-1.9680939","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","3.407053","-9.567522","-1.0391153","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","4.2594147","-10.295382","-0.749408","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","3.5243726","-9.929058","-0.71588814","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","2.667222","-11.813352","0.20351335","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","3.8619652","-14.873235","-0.8643332","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","2.9856608","-13.276254","-1.3527653","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","4.697567","-15.110269","-2.865947","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","4.417437","-13.774263","-1.7406378","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","0.24421602","-12.292207","-1.2665714","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-4.5012364","-13.300197","-0.6895511","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-4.1181526","-15.876436","3.3759274","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-2.9928436","-17.471024","4.922629","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-3.2825508","-15.727991","3.3352249","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-4.5874305","-15.354485","0.5865973","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-4.2043467","-14.286637","1.2713599","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-1.0606637","-9.73991","-0.31604427","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-1.1899546","-7.4030976","0.20351335","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-0.56265455","-7.273807","2.6121538","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","0.2370332","-8.40151","2.4206119","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-0.82123625","-7.379155","2.7151077","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-2.2865324","-4.288146","3.4884584","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-2.657645","-2.1404817","3.938582","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-2.0231621","-1.0606637","3.7614057","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-1.951334","-0.57462597","1.5562786","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-1.4940275","-1.4221992","-0.80687064","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-1.6712039","-2.116539","-3.4477558","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-1.2569942","-4.4030714","-8.324894","1614255002","25-02-2021 12:10:02"
"Classification Data","Pocket","-2.0064023","-7.0607166","-10.228342","1614255002","25-02-2021 12:10:02"
